School Year,School District,BEDS Code,School Name,Local School Code,School Type,Part B,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,Pre-K Enrollment,Preschool Special Ed Enrollment,K-12 FRPL Count,K-12 ELL Count,K-12 SWD Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Paraprofessional Classroom Staff,Principals & Other Admin Staff,Pupil Support Services Staff, All Remaining Staff , Total Staff , Part C , Classroom Teachers , All Other Salaries , Employee Benefits , BOCES Services , All Other , Total Allocation by Object , Grades K-12 , Pre-K , Grades K- 12 , Preschool , School Administration , Instructional Media , Pupil Support Services , Total Allocation by Purpose , State & Local Funding , Federal Funding , Total Funding Source by School , State & Local Funding per Pupil , Federal Funding per Pupil , Central District Costs , Total School Allocation w/ Central District Costs , Total School Funding per Pupil , Part D , Does this school offer a Pre-K program? (Y/N) , Does this school offer student/family support or community schools services? (Y/N) , 4-Year-Old Full-Day , 4-Year-Old Half-Day , 3-Year-Old Full-Day , 3-Year-Old Half-Day , Total Pre-K Enrollment , State Grants , Other State & Local Funding , Federal Funding  , Total Pre-K Spending , Community Schools Site Coordinator (FTE Basis) , Enriched Academic Services ," Health, Mental Health/Counseling, Dental Care ", Nutrition Services , Legal Services , After-School Programs/Extended Day Programs , All Other  , Total Community Schools Spending , Foundation Aid Community Schools Set-Aside , Other State & Local Funding  , Federal Funding   , Part E ,Local Formula Allocation, Allocation If Local Formula Fully Funded ,Difference,% Funded, Total Funding (See Part C) ,Local Formula as % of Total Funding, Other Funding 
2017-18,New York City,(blank),Washington Irving YABC,M473,Senior High School,Part B,9,12,Yes,,No,,223,0,0,168,26,0,n/a,n/a,n/a,1.0,n/a,n/a,1.0,Part C, -   ," 7,31,856.00 "," 4,45,594.19 ", -   ," 55,616.00 "," 12,33,066.19 "," 8,22,580.88 ", -   ," 32,169.06 ", -   ," 2,30,111.31 "," 1,339.00 "," 1,46,865.94 "," 12,33,066.19 "," 12,33,066.19 ", -   ," 12,33,066.19 "," 5,529.44 ", -   ," 14,88,301.90 "," 27,21,368.09 "," 12,203.44 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 12,33,066.19 ",0.0000%," 12,33,066.19 "
2017-18,New York City,(blank),Pre-K Center District 13,KP13,Pre-K Only,Part B,Other,Other,Yes,,No,,0,63,7,0,0,0,6.0,1.0,4.0,1.0,0.0,1.0,13.0,Part C," 5,51,719.00 "," 4,01,680.00 "," 5,80,481.76 ", -   ," 25,025.00 "," 15,58,905.76 ", -   ," 14,33,187.55 ", -   ," 1,25,718.21 ", -   , -   , -   ," 15,58,905.76 "," 15,58,905.76 ", -   ," 15,58,905.76 "," 25,143.64 ", -   ," 4,13,787.97 "," 19,72,693.73 "," 31,817.64 ", Part D ,Yes,No, 57.00 , -   , -   , - , 57 ," 2,67,817 "," 11,65,371 ", -   ," 14,33,187.55 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 15,58,905.76 ",0.0000%," 15,58,905.76 "
2017-18,New York City,(blank),Pre-K Center District 20,KP20,Pre-K Only,Part B,Other,Other,Yes,,No,,0,"1,127",5,0,0,0,66.0,43.0,108.5,5.0,2.7,3.2,228.4,Part C," 89,06,320.00 "," 56,18,784.00 "," 88,43,682.31 ", -   ," 1,87,193.00 "," 2,35,55,979.31 ", -   ," 2,24,30,367.79 ", -   ," 11,25,611.52 ", -   , -   , -   ," 2,35,55,979.31 "," 2,35,55,979.31 ", -   ," 2,35,55,979.31 "," 20,465.66 ", -   ," 76,81,773.50 "," 3,12,37,752.81 "," 27,139.66 ", Part D ,Yes,No," 1,096.00 ", -   , -   , - ," 1,096 "," 1,08,21,035 "," 1,16,09,333 ", -   ," 2,24,30,367.79 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 2,35,55,979.31 ",0.0000%," 2,35,55,979.31 "
2017-18,New York City,(blank),Restart  Program,M973,Junior-Senior High School,Part B,6,12,Yes,,No,,442,0,0,374,57,67,11.0,43.0,23.6,4.0,17.0,20.0,118.6,Part C," 46,82,236.00 "," 52,08,252.00 "," 60,21,873.15 ", -   ," 2,63,046.00 "," 1,61,75,407.15 "," 1,25,55,099.54 ", -   ," 6,89,846.46 ", -   ," 11,82,852.73 "," 2,411.00 "," 17,45,197.43 "," 1,61,75,407.15 "," 1,57,96,957.15 "," 3,78,450.00 "," 1,61,75,407.15 "," 35,739.72 ", 856.22 ," 29,49,907.81 "," 1,91,25,314.96 "," 43,269.94 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 1,61,75,407.15 ",0.0000%," 1,61,75,407.15 "
2017-18,New York City,(blank),Boys and Girls YABC,K959,Senior High School,Part B,9,12,Yes,,No,,192,0,0,149,7,8,n/a,n/a,n/a,1.0,n/a,n/a,1.0,Part C, -   ," 7,27,058.00 "," 4,42,672.90 ", -   ," 55,089.00 "," 12,24,819.90 "," 8,52,990.56 ", -   ," 24,128.00 ", -   ," 2,23,058.09 "," 1,339.00 "," 1,23,304.26 "," 12,24,819.90 "," 12,24,819.90 ", -   ," 12,24,819.90 "," 6,379.27 ", -   ," 12,81,407.92 "," 25,06,227.82 "," 13,053.27 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 12,24,819.90 ",0.0000%," 12,24,819.90 "
2017-18,New York City,(blank),Pre-K Center District 15,KP15,Pre-K Only,Part B,Other,Other,Yes,,No,,0,106,4,0,0,0,9.0,9.0,14.0,1.0,0.9,1.0,34.9,Part C," 16,55,157.00 "," 8,10,309.00 "," 15,01,111.32 ", -   ," 72,871.00 "," 40,39,448.32 ", -   ," 37,80,034.21 ", -   ," 2,59,414.11 ", -   , -   , -   ," 40,39,448.32 "," 40,39,448.32 ", -   ," 40,39,448.32 "," 37,059.16 ", -   ," 7,27,465.95 "," 47,66,914.27 "," 43,733.16 ", Part D ,Yes,No, 102.00 , -   , -   , - , 102 ," 8,55,386 "," 29,24,648 ", -   ," 37,80,034.21 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 40,39,448.32 ",0.0000%," 40,39,448.32 "
2017-18,New York City,(blank),Erasmus YABC,K467,Senior High School,Part B,9,12,Yes,,No,,210,0,0,127,35,0,n/a,n/a,n/a,1.0,n/a,n/a,1.0,Part C, -   ," 6,91,598.00 "," 4,21,082.91 ", -   ," 79,500.00 "," 11,92,180.91 "," 8,99,997.92 ", -   ," 6,031.60 ", -   ," 2,30,111.31 "," 1,339.00 "," 54,701.07 "," 11,92,180.91 "," 11,92,180.91 ", -   ," 11,92,180.91 "," 5,677.05 ", -   ," 14,01,539.91 "," 25,93,720.81 "," 12,351.05 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 11,92,180.91 ",0.0000%," 11,92,180.91 "
2017-18,New York City,(blank),Thomas Jefferson YABC,K431,Senior High School,Part B,9,12,Yes,,No,,199,0,0,141,12,0,n/a,n/a,n/a,1.0,n/a,n/a,1.0,Part C, -   ," 7,22,353.00 "," 4,39,808.24 ", -   ," 81,489.00 "," 12,43,650.24 "," 8,96,304.45 ", -   ," 60,317.58 ", -   ," 2,37,423.56 "," 1,339.00 "," 48,265.65 "," 12,43,650.24 "," 12,43,650.24 ", -   ," 12,43,650.24 "," 6,249.50 ", -   ," 13,28,125.91 "," 25,71,776.16 "," 12,923.50 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 12,43,650.24 ",0.0000%," 12,43,650.24 "
2017-18,New York City,(blank),Abraham Lincoln YABC,K411,Senior High School,Part B,9,12,Yes,,No,,212,0,0,142,52,0,n/a,n/a,n/a,1.0,n/a,n/a,1.0,Part C, -   ," 6,66,433.00 "," 4,05,761.07 ", -   ," 1,09,429.00 "," 11,81,623.07 "," 8,24,928.22 ", -   ," 30,967.24 ", -   ," 2,33,349.94 "," 1,339.00 "," 91,038.67 "," 11,81,623.07 "," 11,69,257.07 "," 12,366.00 "," 11,81,623.07 "," 5,515.36 ", 58.33 ," 14,14,887.91 "," 25,96,510.98 "," 12,247.69 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 11,81,623.07 ",0.0000%," 11,81,623.07 "
2017-18,New York City,(blank),Franklin K. Lane Campus YABC,K501,Senior High School,Part B,9,12,Yes,,No,,211,0,0,176,59,11,n/a,n/a,n/a,1.0,n/a,n/a,1.0,Part C, -   ," 7,63,718.00 "," 4,64,993.53 ", -   ," 41,180.00 "," 12,69,891.53 "," 8,44,852.52 ", -   ," 69,167.89 ", -   ," 2,23,058.09 "," 1,339.00 "," 1,31,474.02 "," 12,69,891.53 "," 12,57,525.53 "," 12,366.00 "," 12,69,891.53 "," 5,959.84 ", 58.61 ," 14,08,213.91 "," 26,78,105.44 "," 12,692.44 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 12,69,891.53 ",0.0000%," 12,69,891.53 "
2017-18,New York City,(blank),Downtown Brooklyn YABC,K657,Senior High School,Part B,9,12,Yes,,No,,225,0,0,157,23,0,n/a,n/a,n/a,1.0,n/a,n/a,1.0,Part C, -   ," 7,18,581.00 "," 4,37,511.64 ", -   ," 1,10,956.00 "," 12,67,048.64 "," 9,33,976.61 ", -   ," 30,563.42 ", -   ," 2,12,682.59 "," 1,339.00 "," 88,487.03 "," 12,67,048.64 "," 12,67,048.64 ", -   ," 12,67,048.64 "," 5,631.33 ", -   ," 15,01,649.90 "," 27,68,698.54 "," 12,305.33 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 12,67,048.64 ",0.0000%," 12,67,048.64 "
2017-18,New York City,(blank),Pre-K Center District 25,QP25,Pre-K Only,Part B,Other,Other,Yes,,No,,0,179,2,0,0,0,8.0,9.0,14.6,1.7,0.0,1.0,34.3,Part C," 14,97,523.00 "," 9,29,617.00 "," 14,77,776.34 ", -   ," 20,806.00 "," 39,25,722.34 ", -   ," 37,89,570.12 ", -   ," 1,36,152.22 ", -   , -   , -   ," 39,25,722.34 "," 39,25,722.34 ", -   ," 39,25,722.34 "," 22,692.04 ", -   ," 11,54,601.92 "," 50,80,324.27 "," 29,366.04 ", Part D ,Yes,No, 167.00 , -   , -   , - , 167 ," 7,88,934 "," 30,00,636 ", -   ," 37,89,570.12 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 39,25,722.34 ",0.0000%," 39,25,722.34 "
2017-18,New York City,(blank),The Children's School,K418,Elementary School,Part B,K,5,Yes,,No,,273,22,14,51,5,26,3.0,24.0,5.0,1.2,2.9,2.0,38.1,Part C," 25,90,137.00 "," 8,57,427.00 "," 20,99,066.61 ", -   ," 7,612.00 "," 55,54,242.61 "," 39,11,855.47 "," 6,14,588.73 "," 4,14,020.82 "," 4,09,725.82 "," 2,01,378.77 "," 2,673.00 ", -   ," 55,54,242.61 "," 53,12,128.61 "," 2,42,114.00 "," 55,54,242.61 "," 20,669.76 ", 942.08 ," 17,15,217.89 "," 72,69,460.50 "," 28,285.84 ", Part D ,Yes,No, 18.00 , -   , -   , - , 18 , - ," 6,14,589 ", -   ," 6,14,588.73 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 55,54,242.61 ",0.0000%," 55,54,242.61 "
2017-18,New York City,(blank),Pre-K Center District 24,QP24,Pre-K Only,Part B,Other,Other,Yes,,No,,0,912,12,0,0,0,79.0,30.0,99.0,5.0,0.0,4.0,217.0,Part C," 88,27,503.00 "," 62,21,646.00 "," 91,62,749.74 ", -   ," 1,72,053.00 "," 2,43,83,951.74 ", -   ," 2,33,96,439.67 ", -   ," 9,87,512.06 ", -   , -   , -   ," 2,43,83,951.74 "," 2,43,83,951.74 ", -   ," 2,43,83,951.74 "," 25,320.82 ", -   ," 64,27,061.58 "," 3,08,11,013.32 "," 31,994.82 ", Part D ,Yes,No, 924.00 , -   , -   , - , 924 ," 85,43,203 "," 1,48,53,237 ", -   ," 2,33,96,439.67 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 2,43,83,951.74 ",0.0000%," 2,43,83,951.74 "
2017-18,New York City,(blank),Pre-K Center District 28,QP28,Pre-K Only,Part B,Other,Other,Yes,,No,,0,219,15,0,0,0,13.0,9.0,16.4,1.0,1.8,1.0,42.2,Part C," 18,25,291.00 "," 9,59,525.00 "," 16,95,549.17 ", -   ," 34,257.00 "," 45,14,622.17 ", -   ," 42,72,374.15 ", -   ," 2,42,248.02 ", -   , -   , -   ," 45,14,622.17 "," 45,14,622.17 ", -   ," 45,14,622.17 "," 22,022.55 ", -   ," 13,68,169.91 "," 58,82,792.08 "," 28,696.55 ", Part D ,Yes,No, 194.00 , -   , -   , - , 194 ," 19,40,000 "," 23,32,374 ", -   ," 42,72,374.15 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 45,14,622.17 ",0.0000%," 45,14,622.17 "
2017-18,New York City,307500010000,Home Instruction,M501,D75,Part B,District 75,District 75,Yes,,No,,315,0,0,249,80,315,5.6,254.0,10.9,10.5,5.9,11.0,297.9,Part C," 2,33,09,954.00 "," 73,45,639.00 "," 1,86,64,811.32 ", -   ," 4,81,966.00 "," 4,98,02,370.32 ", -   , -   ," 4,74,25,745.57 ", -   ," 23,76,624.75 ", -   , -   ," 4,98,02,370.32 "," 4,98,02,370.32 ", -   ," 4,98,02,370.32 "," 1,77,865.61 ", -   ," 18,68,719.88 "," 5,16,71,090.20 "," 1,84,539.61 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 4,98,02,370.32 ",0.0000%," 4,98,02,370.32 "
2017-18,New York City,307500011035,P.S. 035,M035,D75,Part B,District 75,District 75,Yes,,No,,304,0,0,250,31,304,12.0,46.0,46.9,2.0,5.9,5.0,117.8,Part C," 51,06,053.00 "," 35,82,941.00 "," 52,90,337.51 ", -   ," 1,86,498.00 "," 1,41,65,829.51 ", -   , -   ," 1,36,25,146.44 ", -   ," 5,40,683.08 ", -   , -   ," 1,41,65,829.51 "," 1,39,47,299.51 "," 2,18,530.00 "," 1,41,65,829.51 "," 43,047.22 ", 674.48 ," 21,62,375.86 "," 1,63,28,205.37 "," 50,395.70 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 1,41,65,829.51 ",0.0000%," 1,41,65,829.51 "
2017-18,New York City,307500011079,P.S. M079 - Horan School,M079,D75,Part B,District 75,District 75,Yes,,No,,239,0,0,217,100,239,19.2,35.0,94.0,4.0,13.0,3.0,168.2,Part C," 43,06,806.00 "," 67,82,916.00 "," 67,52,032.78 ", -   ," 2,23,923.00 "," 1,80,65,677.78 ", -   , -   ," 1,71,68,095.96 ", -   ," 8,97,581.82 ", -   , -   ," 1,80,65,677.78 "," 1,78,45,133.78 "," 2,20,544.00 "," 1,80,65,677.78 "," 79,311.71 ", 980.20 ," 15,01,649.90 "," 1,95,67,327.68 "," 86,965.90 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 1,80,65,677.78 ",0.0000%," 1,80,65,677.78 "
2017-18,New York City,307500011094,P.S. M094,M094,D75,Part B,District 75,District 75,Yes,,No,,408,0,0,336,75,408,41.0,70.0,156.0,5.0,27.5,4.0,303.5,Part C," 86,13,612.00 "," 1,17,82,504.00 "," 1,24,18,277.37 ", -   ," 47,580.00 "," 3,28,61,973.37 ", -   , -   ," 3,17,53,779.56 ", -   ," 11,08,193.81 ", -   , -   ," 3,28,61,973.37 "," 3,25,76,589.37 "," 2,85,384.00 "," 3,28,61,973.37 "," 78,121.32 ", 684.37 ," 27,83,057.82 "," 3,56,45,031.19 "," 85,479.69 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 3,28,61,973.37 ",0.0000%," 3,28,61,973.37 "
2017-18,New York City,307500011138,P.S. 138,M138,D75,Part B,District 75,District 75,Yes,,No,,611,0,0,560,177,611,42.2,109.0,283.8,6.0,52.5,5.0,498.5,Part C," 1,09,08,258.00 "," 2,15,89,533.00 "," 1,97,86,442.80 ", -   ," 2,80,345.00 "," 5,25,64,578.80 ", -   , -   ," 5,02,48,177.03 "," 7,91,538.65 "," 15,24,863.12 ", -   , -   ," 5,25,64,578.80 "," 5,22,53,338.80 "," 3,11,240.00 "," 5,25,64,578.80 "," 85,381.27 ", 508.56 ," 40,84,487.73 "," 5,66,49,066.54 "," 92,563.83 ", Part D ,Yes,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 5,25,64,578.80 ",0.0000%," 5,25,64,578.80 "
2017-18,New York City,307500011169,P.S. M169 - Robert F. Kennedy,M169,D75,Part B,District 75,District 75,Yes,,No,,372,0,0,346,43,372,22.0,60.0,96.9,4.0,17.8,5.0,205.7,Part C," 66,79,944.00 "," 75,58,829.00 "," 86,69,348.25 ", -   ," 1,64,775.00 "," 2,30,72,896.25 ", -   , -   ," 2,21,13,045.31 ", -   ," 9,59,850.94 ", -   , -   ," 2,30,72,896.25 "," 2,27,92,309.25 "," 2,80,587.00 "," 2,30,72,896.25 "," 57,411.36 ", 706.77 ," 26,49,577.83 "," 2,57,22,474.08 "," 64,792.13 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 2,30,72,896.25 ",0.0000%," 2,30,72,896.25 "
2017-18,New York City,307500011226,P.S. M226,M226,D75,Part B,District 75,District 75,Yes,,No,,252,0,21,218,50,252,14.2,52.0,99.5,4.0,11.1,4.2,185.0,Part C," 56,40,042.00 "," 75,40,996.00 "," 80,25,341.00 ", -   ," 1,26,795.00 "," 2,13,33,174.00 ", -   , -   ," 1,85,75,612.60 "," 18,45,635.03 "," 9,11,926.37 ", -   , -   ," 2,13,33,174.00 "," 2,10,62,186.00 "," 2,70,988.00 "," 2,13,33,174.00 "," 78,008.10 "," 1,003.66 "," 18,01,979.88 "," 2,31,35,153.88 "," 85,685.76 ", Part D ,Yes,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 2,13,33,174.00 ",0.0000%," 2,13,33,174.00 "
2017-18,New York City,307500011401,Hospital Schools,M401,D75,Part B,District 75,District 75,Yes,,No,,134,0,0,94,22,134,6.0,68.0,17.0,4.0,2.0,7.0,104.0,Part C," 72,95,202.00 "," 21,15,792.00 "," 57,29,930.83 ", -   ," 1,15,242.00 "," 1,52,56,166.83 ", -   , -   ," 1,42,71,269.23 ", -   ," 9,84,897.60 ", -   , -   ," 1,52,56,166.83 "," 1,52,46,569.83 "," 9,597.00 "," 1,52,56,166.83 "," 1,14,635.86 ", 72.16 ," 8,87,641.94 "," 1,61,43,808.77 "," 1,21,382.02 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 1,52,56,166.83 ",0.0000%," 1,52,56,166.83 "
2017-18,New York City,307500011721,P.S. M721 - Manhattan Occupational Training Center,M721,D75,Part B,District 75,District 75,Yes,,No,,174,0,0,159,78,174,2.0,28.0,50.0,2.0,9.4,5.0,96.4,Part C," 31,65,195.00 "," 58,07,270.00 "," 54,62,930.25 ", -   ," 59,259.00 "," 1,44,94,654.25 ", -   , -   ," 1,39,73,129.42 ", -   ," 5,21,524.83 ", -   , -   ," 1,44,94,654.25 "," 1,42,42,860.25 "," 2,51,794.00 "," 1,44,94,654.25 "," 79,569.05 "," 1,406.67 "," 11,94,645.92 "," 1,56,89,300.17 "," 87,649.72 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 1,44,94,654.25 ",0.0000%," 1,44,94,654.25 "
2017-18,New York City,307500011751,Manhattan School for Career Development,M751,D75,Part B,District 75,District 75,Yes,,No,,170,0,0,152,47,170,8.2,16.0,35.9,2.2,4.9,5.0,72.2,Part C," 36,07,499.00 "," 37,33,062.00 "," 44,69,337.33 ", -   ," 1,21,083.00 "," 1,19,30,981.33 ", -   , -   ," 1,12,30,334.62 ", -   ," 7,00,646.70 ", -   , -   ," 1,19,30,981.33 "," 1,16,77,588.33 "," 2,53,393.00 "," 1,19,30,981.33 "," 72,531.60 "," 1,573.87 "," 10,74,513.93 "," 1,30,05,495.26 "," 80,779.47 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 1,19,30,981.33 ",0.0000%," 1,19,30,981.33 "
2017-18,New York City,307500011811,P.S. M811 - Mickey Mantle School,M811,D75,Part B,District 75,District 75,Yes,,No,,349,0,23,311,61,349,22.0,66.0,137.7,4.2,22.7,4.0,256.6,Part C," 67,69,838.00 "," 1,04,62,498.00 "," 1,04,91,994.07 ", -   ," 1,57,794.00 "," 2,78,82,124.07 ", -   , -   ," 2,51,32,546.78 "," 18,51,392.15 "," 8,98,185.14 ", -   , -   ," 2,78,82,124.07 "," 2,75,93,539.07 "," 2,88,585.00 "," 2,78,82,124.07 "," 73,387.07 ", 767.51 ," 25,09,423.84 "," 3,03,91,547.91 "," 80,828.58 ", Part D ,Yes,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 2,78,82,124.07 ",0.0000%," 2,78,82,124.07 "
2017-18,New York City,307500012010,P.S. X010,X010,D75,Part B,District 75,District 75,Yes,,No,,527,0,7,481,120,527,42.0,90.0,204.9,5.2,35.6,4.9,382.6,Part C," 1,03,71,492.00 "," 1,57,52,628.00 "," 1,59,05,801.29 ", -   ," 2,20,690.00 "," 4,22,50,611.29 ", -   , -   ," 3,97,43,951.48 "," 11,73,993.73 "," 13,32,666.09 ", -   , -   ," 4,22,50,611.29 "," 4,20,05,045.29 "," 2,45,566.00 "," 4,22,50,611.29 "," 76,234.20 ", 445.67 ," 36,77,373.76 "," 4,59,27,985.05 "," 83,353.87 ", Part D ,Yes,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 4,22,50,611.29 ",0.0000%," 4,22,50,611.29 "
2017-18,New York City,307500012012,P.S. X012 Lewis and Clark School,X012,D75,Part B,District 75,District 75,Yes,,No,,304,0,0,282,99,304,18.0,39.0,77.9,3.0,7.7,6.0,151.6,Part C," 45,76,641.00 "," 55,23,891.00 "," 61,49,759.49 ", -   ," 1,06,735.00 "," 1,63,57,026.49 ", -   , -   ," 1,56,62,448.39 ", -   ," 6,94,578.10 ", -   , -   ," 1,63,57,026.49 "," 1,61,23,743.49 "," 2,33,283.00 "," 1,63,57,026.49 "," 47,987.33 ", 694.29 ," 22,42,463.85 "," 1,85,99,490.35 "," 55,355.63 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 1,63,57,026.49 ",0.0000%," 1,63,57,026.49 "
2017-18,New York City,307500012017,P.S. X017,X017,D75,Part B,District 75,District 75,Yes,,No,,426,0,0,385,81,426,31.0,86.0,130.6,5.2,12.5,3.0,268.3,Part C," 93,16,764.00 "," 1,05,85,915.00 "," 1,21,17,845.78 ", -   ," 1,87,031.00 "," 3,22,07,555.78 ", -   , -   ," 3,09,46,060.62 ", -   ," 12,61,495.17 ", -   , -   ," 3,22,07,555.78 "," 3,19,70,984.78 "," 2,36,571.00 "," 3,22,07,555.78 "," 73,496.52 ", 543.84 ," 29,03,189.81 "," 3,51,10,745.59 "," 80,714.36 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 3,22,07,555.78 ",0.0000%," 3,22,07,555.78 "
2017-18,New York City,307500012168,P.S. 168,X168,D75,Part B,District 75,District 75,Yes,,No,,520,0,14,466,117,520,35.0,86.0,154.9,5.0,25.9,4.0,310.8,Part C," 95,90,446.00 "," 1,18,44,760.00 "," 1,30,50,932.52 ", -   ," 2,85,446.00 "," 3,47,71,584.52 ", -   , -   ," 3,23,64,596.49 "," 12,30,207.12 "," 11,76,780.91 ", -   , -   ," 3,47,71,584.52 "," 3,45,13,982.52 "," 2,57,602.00 "," 3,47,71,584.52 "," 61,086.69 ", 455.93 ," 37,70,809.75 "," 3,85,42,394.28 "," 68,216.63 ", Part D ,Yes,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 3,47,71,584.52 ",0.0000%," 3,47,71,584.52 "
2017-18,New York City,307500012176,P.S. X176,X176,D75,Part B,District 75,District 75,Yes,,No,,901,0,24,737,98,901,52.7,165.0,342.0,9.4,31.2,7.2,607.5,Part C," 1,06,35,174.00 "," 1,41,32,792.00 "," 1,50,80,100.14 ", -   ," 2,65,139.00 "," 4,01,13,205.14 ", -   , -   ," 3,88,07,997.38 ", -   ," 13,05,207.76 ", -   , -   ," 4,01,13,205.14 "," 3,98,29,687.14 "," 2,83,518.00 "," 4,01,13,205.14 "," 74,448.01 ", 529.94 ," 35,70,589.77 "," 4,36,83,794.91 "," 81,651.95 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,0.00 , -   ,0.00 ,," 4,01,13,205.14 ",0.0000%," 4,01,13,205.14 "
